,RIMR,RIVL,BWM-DR01,AIML,IL1R,ASJR,RID,BWM-DL03,PVCR,AINL,SAADL,PVNL,IL1VL,ALNR,AWCR,OLQDL,RMHR,SMBVR,IL1VR,IL1L,BWM-VR05,RIGR,RMGL,URAVR,AIZL,AVAR,ASGL,BWM-VR02,RIFL,AVDR,BWM-VR04,PVQL,URYDR,CEPDR,SMBDL,BWM-DR05,AVHR,URBR,IL2L,RIFR,CEPDL,ADLR,RMGR,SDQR,AIYR,SIAVR,BWM-VL06,BWM-VR07,RIML,SAADR,AFDR,BWM-VL01,ASIL,SIBDL,RIBL,BWM-DL02,URXL,SMDDL,RIPL,ASHL,BWM-VL07,SMDVL,HSNR,RMEL,AIMR,FLPR,AVFR,BWM-VL04,ADFL,AWAR,URYVL,RMDVL,RIPR,RMDVR,AIBL,SAAVL,ASEL,RICR,ADEL,RICL,BWM-VL08,RMDDR,AFDL,BWM-DL05,SAAVR,AWCL,BWM-VR06,RMHL,PVQR,AVDL,RIH,SIADL,OLQVR,URADL,IL2VL,AVL,BAGL,RIAR,RIBR,HSNL,AVM,IL1DR,ASKR,IL2DR,SIBDR,URYDL,AVAL,ASKL,AVHL,AIZR,ADFR,ASHR,AUAL,OLQDR,AIAL,PVPR,OLQVL,PLNR,RMED,CEPVR,RMEV,ALML,PVCL,BWM-DR06,BWM-DR02,AIYL,AWAL,SIADR,BDUR,ALA,URXR,ADAL,AWBR,AWBL,IL2R,BWM-DR04,BWM-DR08,RMDDL,ASER,SABVL,RIR,BWM-DR07,BWM-DL01,AUAR,BWM-VL02,RIVR,AIAR,BWM-VL03,AQR,ADLL,CANL,SMBVL,BAGR,SIBVL,AVKR,RMFL,SDQL,RMDL,RIS,IL2VR,RMFR,URAVL,DVA,BWM-DL07,PVT,URBL,SMDDR,ADAR,AINR,IL1DL,ASIR,URADR,SIAVL,BWM-VR03,FLPL,BWM-DL04,BWM-DL08,ALNL,BWM-VR01,URYVR,ASJL,RMER,ADER,PVNR,SMDVR,AIBR,BWM-VL05,RIAL,BDUL,RMDR,SIBVR,ASGR,unknownFLPR,BWM-VR08,SMBDR,IL2DL,DVC,RIGL,OLLL,OLLR,CEPVL,AVKL,PVPL,AVFL,PVR,BWM-DR03,PLNL,BWM-DL06,CANR,ALMR,AVER,AVBR,AVEL,AVJR,AVBL,AVJL
SAAVL,5500080,1187760,0,0,0,10800,556080,0,0,12720,67440,0,0,0,0,0,257040,1119840,0,104640,0,1587840,739680,0,0,2785200,0,0,0,204720,0,0,87600,0,1263120,0,0,0,0,0,0,0,0,373920,0,468480,0,0,4951680,941760,0,0,3120,280560,0,0,0,1009200,0,0,0,2690160,0,0,119040,0,0,0,0,0,0,495600,0,0,548880,82560,0,90240,1364160,2880,0,0,0,0,2074560,0,0,0,0,48720,0,330720,0,0,0,0,361440,23040,0,0,0,0,6480,0,622800,62160,4402800,0,0,0,0,0,0,0,0,0,0,792480,0,0,0,23280,244800,0,0,0,0,147120,0,48240,0,676800,0,0,0,0,0,0,190800,0,0,0,0,0,0,919920,0,0,0,14160,9600,0,0,0,90240,0,29280,0,0,0,3514080,0,482880,0,0,0,6802560,148080,88560,0,0,0,80160,0,0,6240,13440,2312160,0,0,0,0,334080,0,892320,0,0,909600,0,0,646320,172320,0,0,3567120,0,0,0,0,0,0,108480,0,0,0,0,0,74640,0,0,87360,264480,12720,0,5040,0
ASEL,0,0,0,0,182160,0,7680,0,0,2455200,0,0,0,0,294000,0,0,0,0,0,0,0,22560,0,729120,0,976560,0,0,0,0,596400,480,0,0,0,0,0,21120,0,0,0,0,0,1646640,0,0,0,0,0,3936720,0,1932480,0,0,0,0,0,0,2048160,0,0,17280,0,0,0,0,0,830160,0,0,0,0,0,6956640,0,0,0,0,6720,0,0,1050000,0,205440,6293040,0,0,0,0,0,0,0,0,0,0,943680,139680,21360,493200,0,0,0,0,0,0,0,1415760,0,442080,83760,0,362160,0,1834080,0,0,0,0,0,0,0,0,0,0,5712240,7983120,0,0,2640,22080,3840,0,1856880,183840,0,0,0,326880,0,480,0,0,18480,0,0,432480,0,0,3029040,0,0,699840,0,0,20160,0,0,0,0,0,0,0,0,0,0,0,0,783360,0,109440,0,0,0,0,0,0,0,0,0,677520,0,0,0,0,397200,0,0,0,0,0,0,0,0,0,0,0,0,12240,93600,10080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RICR,754560,1199760,0,0,0,0,743520,0,278640,0,0,48960,110880,0,0,763920,5219280,1506720,150240,0,0,0,390240,0,0,3009120,0,0,0,74880,0,0,0,507600,691440,0,0,2121360,32160,0,1316160,0,1180560,2115120,0,2297520,0,0,0,102960,0,0,0,576240,0,0,852240,1017600,0,0,0,1049520,88800,0,350400,0,0,0,0,0,0,0,23040,515520,0,90240,0,0,0,6523200,0,86400,0,0,40560,0,0,2734560,0,1337520,0,388320,398400,1680,60960,0,0,0,0,0,0,0,0,122400,966960,0,1001520,0,0,151200,0,533520,0,519600,0,6480,210720,1208400,0,1583760,0,0,0,0,0,0,0,1865760,0,0,2238960,2025360,0,0,84000,0,0,606240,0,0,0,0,0,0,0,519840,0,0,5520,0,0,67440,0,2142480,125280,0,172560,0,198720,181440,101040,2400,379920,0,0,2922960,527520,1224960,0,0,0,89280,384960,0,0,0,0,0,0,0,0,0,0,45120,539040,0,0,0,0,78240,1123440,577440,9600,0,1174320,0,0,0,0,0,1198560,156000,0,0,769440,0,0,0,0,10320,0,908880,0,533520,1332240,524640
ADEL,0,2114400,0,0,0,0,0,0,0,1107600,568320,0,0,0,0,0,1455600,327600,0,1132320,0,2388480,97920,0,0,2045760,0,0,211680,34800,0,0,0,0,8400,0,0,0,353520,0,512640,0,0,66240,0,0,0,0,0,1990080,0,0,0,3360,0,0,24000,0,0,0,0,1180080,0,0,0,462480,801840,108960,0,0,0,0,0,0,0,1364160,0,0,0,0,0,741360,0,0,695040,0,0,0,0,213840,6438240,11520,0,0,0,37440,0,0,0,449280,0,0,0,0,780480,0,268560,0,165120,0,0,0,0,0,0,0,0,0,0,0,173520,804960,0,0,0,0,0,392160,0,0,0,2233920,0,0,0,0,0,0,0,0,0,0,0,0,0,728640,0,0,825360,0,0,151200,0,600960,549840,6240,991680,469440,55440,0,2369520,0,1024560,0,84000,1921680,649920,451680,0,0,0,0,492960,0,1659360,9600,0,1183200,0,0,164400,146160,6899040,0,1719840,18480,0,433440,808560,323280,1253760,0,0,0,700800,0,13440,1380000,86160,0,235200,4800,4080,47280,830160,0,230400,0,0,0,0,0,0,0,0,166320
RICL,1024080,1210320,0,984000,0,0,869520,0,0,0,79200,0,179760,0,0,323760,2918400,143520,183360,0,0,0,1902480,8400,779040,1114080,737280,0,0,487200,0,0,0,1061280,1440480,30720,31920,1348080,107280,0,1675200,7440,184560,1019760,0,147360,0,0,783120,30720,0,0,11040,1023120,0,0,1258800,1844640,18240,101280,0,519600,0,0,0,0,9600,0,0,14640,0,381600,0,14160,0,2880,6720,6523200,0,0,0,874560,0,0,144720,0,0,4221360,0,157920,0,1603680,0,123360,162960,17760,0,0,0,0,22320,0,0,0,1002960,0,2829600,0,443760,0,469440,79920,0,172800,0,173760,393120,0,0,1374960,0,0,684960,0,0,0,62160,204480,0,0,930720,1057200,0,0,84960,0,0,0,56880,0,0,0,0,0,0,2217600,0,0,518880,0,0,2307600,0,406080,474000,72960,0,283440,595680,219120,0,7200,265440,144240,0,2032800,1743360,2300160,0,0,0,19920,2315040,0,0,0,0,8880,0,216480,0,0,0,0,812400,175680,0,0,0,80400,2274000,0,0,0,1140000,180720,0,0,0,0,2283840,368400,68640,4320,175440,0,98160,0,0,0,0,71520,1440,15120,232320,375120
BWM-VL08,57840,0,0,0,0,0,0,0,0,0,16560,0,0,0,0,0,0,0,0,0,0,0,858720,0,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4264800,0,0,0,0,0,0,95520,0,0,0,0,0,0,0,0,0,0,0,0,0,2363760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486480,0,0,0,0,0,288960,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13200,0,0,0,0,538560,0,0,0,0,0,0,0,0,0,0,277440,0,0,0,0,0,5520,0,0,0,0,0,0,0,0,0
RMDDR,0,1218480,0,0,3089040,0,0,1885680,0,0,0,0,0,0,0,2000400,1263840,0,6813360,709200,183120,0,361440,0,0,0,0,167280,0,0,108480,0,0,231360,213120,681600,0,51360,0,0,1299120,0,0,0,0,0,0,174000,0,1403760,0,0,0,0,0,966240,0,0,0,0,0,883680,0,451200,0,0,0,0,0,0,0,14630400,0,520800,0,0,0,86400,741360,874560,0,0,0,2118720,0,0,1680,714480,0,0,430560,316800,188640,402000,0,0,0,9024960,0,0,0,0,0,0,135600,2410800,0,0,0,0,0,0,0,622080,0,0,0,0,630960,2596560,1709040,46080,0,0,10560,0,0,1065840,0,28320,0,102960,0,0,0,0,0,1979280,0,0,0,148800,523440,0,41760,0,0,0,0,0,0,254640,0,1486080,0,0,134160,1083840,1003200,152160,238080,0,0,380160,0,453600,1457040,0,0,139200,0,0,165600,10080,0,3372000,83520,206160,118080,3634800,0,252960,0,0,0,0,0,5659440,5760,1095360,1369440,0,7440,0,2824800,10080,0,0,0,3324960,0,0,0,6960,0,195840,0,1273200,0,0,0,0,356640,0,0,0
AFDL,0,0,0,0,0,0,617280,0,0,2293440,0,0,0,0,570720,0,0,0,0,0,0,0,0,0,1251600,0,40560,0,0,0,0,0,0,0,0,0,0,0,24240,0,32160,0,0,0,27360,0,0,0,0,0,304320,0,534960,9360,135360,0,231120,0,0,0,0,0,0,0,0,0,0,0,1360320,0,0,0,0,0,1067520,0,1050000,0,0,0,0,0,0,0,0,1689360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27840,0,0,0,0,0,0,7678800,0,0,0,0,0,0,0,0,0,0,0,0,9176880,3128640,0,0,0,0,0,0,241920,0,0,0,0,5406240,0,0,0,0,304320,0,0,0,0,0,0,0,0,2085600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7055280,92640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14400,0,0,0,0,0,0,0,55200,0,0,28560,0,10560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL05,0,0,0,0,0,0,0,10921680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052640,0,0,0,0,93360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6240,0,0,0,0,0,0,0,30480,0,0,0,0,0,0,0,0,0,0,0,0,134880,0,175440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642960,0,0,0,175200,110160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4071840,0,0,720960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26400,0,0,0,0,0,0,0,0,0,953760,0,0,0,0,0,0,0,0,0,0,309840,0,0,0,0,0,0,0,0,0,0
SAAVR,4829520,525120,0,0,339840,0,367440,0,0,19680,861840,0,0,2247360,0,0,0,0,0,0,0,0,846960,0,0,5889600,111840,0,0,62400,0,0,112320,0,4172640,0,0,0,0,0,0,10800,170880,681120,0,0,0,0,7871760,10320,0,0,34080,335280,0,0,0,8508240,0,0,0,1357440,0,0,0,0,0,0,0,0,0,0,0,658560,18480,2074560,205440,40560,695040,144720,0,0,0,0,7680,0,0,359760,0,0,560640,257280,0,0,0,0,24960,357600,0,0,0,0,0,0,165840,88800,2335920,110400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128880,144480,0,0,0,644400,0,0,0,472800,0,0,1200,0,3600,1440,0,0,0,0,0,0,0,1056000,0,0,93360,0,0,1767120,428160,13920,0,5490480,326400,1200,0,0,184560,0,308400,0,0,0,636000,0,0,0,0,0,180240,0,0,0,0,0,0,0,50640,0,742320,0,5403360,497520,0,113520,0,3360,0,0,0,0,1083840,0,66000,89520,168720,0,0,42960,65760,0,0,0,456000,0,0,0,109440,2880,57120,0,152160,0
AWCL,0,0,0,35040,59040,0,52080,0,0,607440,0,0,0,0,11243520,91680,0,0,0,59040,0,0,0,0,445920,0,4008000,0,0,0,0,0,60240,0,0,0,0,0,160800,0,0,152880,0,0,3111120,0,0,0,136080,0,497760,0,8883120,693360,510480,0,0,0,0,3120,0,0,0,0,0,0,0,0,7440,0,0,0,0,0,6914400,0,6293040,0,0,0,0,0,1689360,0,0,0,0,0,0,1920,0,0,0,0,0,0,1917600,0,0,0,0,57120,8880,23760,0,79440,2640,402960,0,652320,0,0,0,46560,3173520,0,0,0,0,6960,0,0,0,0,0,2675760,226320,0,0,0,0,0,0,708720,107760,0,0,0,1566480,0,0,0,0,0,0,0,1330800,0,0,3048000,0,0,1619760,0,0,1855200,0,0,0,0,0,0,0,0,0,56880,0,0,483120,85680,4687200,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,811680,0,0,0,0,0,0,0,0,0,146400,0,0,215040,114960,72480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-VR06,0,303600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65760,0,0,0,0,0,0,0,0,0,73920,0,0,11266080,0,0,0,0,0,0,0,0,0,0,0,704160,0,0,0,0,0,852000,94560,0,0,0,0,0,0,0,0,0,0,0,10320,0,0,0,0,0,0,0,0,0,1337760,0,0,0,0,0,0,0,0,0,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90480,0,0,0,0,0,0,0,0,0,0,0,0,23520,0,1195680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,0,283920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1066320,0,0,101280,2840160,0,0,0,0,0,0,0,0,0,0,68400,0,0,0,0,0,0,0,0,0,0,0
RMHL,180720,210240,0,0,709680,0,398880,0,0,0,176880,0,243840,1170240,0,1028160,1710240,451200,0,0,0,1056960,3021600,0,0,365280,0,253200,0,0,9600,0,0,909360,159840,0,0,1851120,0,0,89280,0,3534720,927840,0,12720,0,0,129840,183120,0,0,0,916560,0,0,0,1927920,10800,0,0,756720,0,83280,0,0,0,0,0,0,0,766560,0,565440,0,0,0,2734560,0,4221360,0,714480,0,0,359760,0,0,0,0,0,1260240,623040,109680,112320,258480,0,0,0,0,0,0,0,0,0,210480,0,355680,0,0,0,0,0,0,0,0,0,804000,1129200,0,472560,12240,0,0,0,141600,0,0,258480,0,0,52560,0,0,0,0,60240,0,1155600,0,0,0,0,0,0,0,2010000,0,0,44400,0,0,70800,0,0,69600,3704880,149520,2510640,0,0,663360,94320,676560,0,0,29040,1775040,0,0,0,0,0,1185120,0,0,0,0,518400,0,0,0,0,1296000,2640,1707120,828720,0,169680,0,2819760,613680,0,169200,0,0,192720,0,0,0,0,94320,916080,0,0,0,0,755040,0,0,0,12720,146640,0,0,0,0
PVQR,0,0,0,0,0,6699840,0,0,0,0,0,1429200,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,0,0,0,9120,0,0,0,0,0,0,0,0,0,374400,0,1469040,1772400,0,88800,0,0,0,0,0,0,0,0,2640,0,0,0,0,0,0,0,0,4326960,0,1249440,5280,1692960,0,0,1470480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9360,0,0,0,0,0,0,0,0,0,1020240,87840,0,5629440,0,0,0,0,0,0,0,0,679440,0,0,0,0,0,0,0,440640,0,0,0,0,0,0,0,0,699840,1896480,0,0,0,0,6240,0,0,0,899520,0,0,0,0,0,0,0,2406000,0,0,0,0,0,0,28320,0,0,0,0,0,0,0,0,0,0,0,0,0,389040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756240,0,86160,0,0,0,0,0,38160,120960,0,0,0,0,0,0,6000,0,0,0,2862960,0,0,0,0,0,0,0,1440,0,0,0,439680
AVDL,573120,669360,0,276960,0,0,1810560,0,2011440,682320,0,247200,0,0,0,0,0,504480,0,4080,0,1243680,0,0,281520,414240,0,0,170880,198240,0,0,305280,58320,0,0,0,782160,0,0,55200,1311840,56640,0,0,123120,0,0,355440,82800,0,0,0,328560,0,0,111360,0,0,258960,0,119760,0,0,7200,210240,9360,0,0,0,0,0,0,0,957120,48720,0,1337520,213840,157920,0,0,0,0,0,1920,0,0,9360,0,0,0,95520,2880,0,0,1068240,0,0,44160,704640,95280,2640,113520,1273440,269040,452880,230880,2259120,0,0,2100240,0,102240,0,124320,0,0,0,111120,0,1707600,676800,0,0,0,0,216960,25200,114240,32880,469200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35760,0,796080,346080,0,0,1301520,1899600,7200,0,17280,0,0,0,102480,0,1516560,0,2880,627840,1200,312720,6960,0,0,0,0,0,992880,0,0,0,0,166560,221280,0,0,640320,0,198480,0,0,221760,0,12240,0,0,0,0,0,56400,153360,397200,0,0,0,31920,23520,1426080,0,0,0,0,1212240,623280,3007440,114960,141120,2719680,4325520
RIH,0,785520,178560,0,0,0,0,0,0,203760,471600,0,346080,0,0,8040720,44880,86880,477600,0,0,890640,0,567840,4498080,72000,0,0,0,0,0,0,2703600,1272720,780000,0,0,0,4107600,0,1258320,0,0,0,460080,0,0,0,0,0,0,0,0,0,1176480,0,287040,0,3182160,0,0,71280,0,1678560,0,3601440,0,0,1097760,0,981600,0,6494400,0,0,0,0,0,6438240,0,0,430560,0,0,560640,0,0,1260240,0,0,92160,0,4219920,316560,1878720,402000,557760,5303520,1269120,0,0,258480,0,2860320,0,2952960,14160,0,0,2683920,172800,0,558480,8163840,0,0,8205600,0,4795680,4500480,5691600,0,0,0,0,930480,0,0,0,0,294960,7920,19200,0,2505120,0,0,95760,0,0,4473840,0,0,720,0,1327440,0,25920,0,0,0,137760,220080,18240,0,1076640,0,0,2067600,1618320,339600,913680,1323600,0,168960,0,0,74640,115440,234960,0,999120,0,0,3894240,0,0,0,0,2634480,0,1851600,2134080,0,570960,0,0,1944240,0,0,93600,0,0,0,1032480,3201600,208080,404880,0,0,2977920,0,0,0,0,69840,0,0,0,0,272400,0,242640,0,0,0
SIADL,141600,0,0,0,0,24000,518400,0,0,0,1297680,0,47760,792960,0,0,0,0,0,0,0,0,578640,0,1113840,1521840,0,0,0,947760,0,0,0,252000,6630480,0,25920,13440,0,0,0,0,564480,546240,0,154080,0,0,1330800,0,0,0,0,2092800,158640,0,0,819360,0,0,0,2354640,0,0,70320,0,37440,0,0,0,289200,908400,0,317760,0,330720,0,388320,11520,1603680,0,316800,0,0,257280,0,0,623040,0,0,0,0,0,0,53520,0,0,176880,0,0,0,0,45360,0,306960,94320,623760,0,0,0,0,0,0,268800,0,0,0,0,0,0,269280,0,29280,0,0,0,0,645360,0,106080,29760,0,0,0,0,0,0,936960,0,0,960,0,0,0,0,86160,0,0,488400,0,0,10080,4080,367200,658320,635760,0,1549200,13440,0,0,82080,1937520,0,0,0,0,0,0,0,0,0,1684080,0,0,0,0,0,0,0,0,0,117600,0,3150000,1923600,0,1797120,0,1481520,580320,0,167280,0,0,0,0,1609920,0,0,0,1026480,2160,0,0,0,0,0,0,1178400,684960,300480,399840,0,0,0
OLQVR,0,0,0,0,572640,0,0,0,0,0,0,0,0,0,0,0,366720,1019040,3005520,0,0,504000,0,374160,0,240480,0,0,0,0,5040,0,0,0,0,0,0,406320,0,0,0,343440,0,0,0,143760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2748480,1342320,0,0,0,0,398400,0,0,0,188640,0,0,0,0,0,109680,0,95520,4219920,0,58320,0,0,243600,39360,109440,399360,0,0,0,0,0,1756080,0,0,0,149040,0,136560,0,0,0,0,0,0,0,245280,1685520,555840,0,0,0,0,0,0,0,0,0,225600,0,53520,0,1138080,0,0,0,0,0,7920,0,0,0,0,0,0,0,0,0,0,0,0,1920,208080,374400,0,0,219600,935040,84720,0,170160,0,67440,0,0,395280,0,0,0,0,0,0,0,0,0,0,7920,1157760,0,1049040,0,0,0,0,0,0,0,0,2400,0,74160,0,0,0,65760,0,0,738000,0,0,0,0,0,0,0,0,0,0,0,0,97680,0,0,30720
URADL,0,0,0,23280,0,0,0,1051200,0,10080,0,24480,10080,0,0,513840,0,0,0,604080,0,0,0,0,0,0,0,0,63840,0,0,0,0,0,0,0,0,0,1512720,0,495360,0,0,0,0,0,0,0,0,0,0,0,0,0,480,935520,0,0,3471120,0,0,0,0,690480,0,0,0,0,0,0,0,8640,0,0,0,0,0,1680,0,123360,0,402000,0,0,0,0,0,112320,0,2880,316560,0,0,0,0,5520,0,0,0,0,0,0,0,0,0,1343760,50400,0,15600,0,0,0,10800,0,0,0,0,0,573840,0,1162800,0,0,0,0,0,0,0,0,10080,0,163920,0,0,0,0,0,3600,0,0,0,0,2774400,0,84000,0,0,0,0,12960,0,0,0,6960,0,0,0,0,34800,0,0,0,0,0,0,0,0,0,0,2706960,0,0,0,0,0,86640,0,0,0,0,5280,2679840,0,22800,0,0,0,0,95040,0,0,0,0,0,0,1920480,0,12000,0,0,0,0,0,0,92640,0,0,0,0,0,0,0,0,0,269520,30720
IL2VL,0,0,0,0,0,0,0,0,0,0,0,0,1884480,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,57600,0,0,0,244080,0,0,0,0,0,0,0,0,0,19920,0,0,11040,0,111360,310800,0,0,0,3094560,0,0,0,0,613440,0,0,0,0,0,0,848160,0,0,24480,0,0,0,60960,0,162960,0,0,0,0,0,0,0,258480,0,0,1878720,53520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948480,0,734640,0,581520,0,0,0,0,0,0,0,0,0,0,78000,0,0,0,0,0,86880,0,0,0,0,0,0,0,26160,0,480,205680,0,0,0,0,84720,0,0,0,0,0,0,113760,2719200,19200,0,328320,0,0,0,0,0,0,0,72000,0,0,0,0,0,0,0,0,2034960,0,0,0,146640,0,404400,0,0,102240,0,0,0,0,0,290400,103200,0,0,3177600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVL,122160,40320,0,0,0,0,0,0,0,0,0,0,53040,0,0,158640,0,838320,0,0,0,1707840,0,0,0,0,0,0,0,0,0,0,201840,0,0,0,0,3840,0,0,0,0,47280,0,0,310560,0,0,19920,116160,0,0,0,0,889200,0,0,23040,0,0,0,1440000,0,1260000,0,0,0,0,0,0,317280,0,0,0,1725840,0,0,0,37440,17760,0,0,0,0,0,0,0,0,0,0,402000,0,243600,5520,0,0,0,0,1229760,0,0,119040,0,0,6720,194400,0,0,81840,7680,0,0,0,96960,0,24960,403680,0,1395840,0,1452720,0,0,0,0,0,0,909120,0,0,3600,0,0,0,0,0,0,19200,0,0,927600,0,0,0,0,884880,0,0,51360,0,0,0,0,0,9592800,0,29520,30480,13581360,0,958080,0,0,0,8896560,0,31680,0,0,138240,0,0,0,0,0,0,0,0,0,520320,0,1061520,1200,0,919440,879360,0,0,0,210480,365520,0,0,0,1345440,99600,675120,18720,135360,106080,30240,11397600,0,0,0,0,0,0,0,0,0,0,57600,0,42240,0
BAGL,12000,116880,0,0,0,0,1817520,0,0,3313920,0,0,0,0,740400,127440,0,0,0,114000,0,2959200,0,48960,25680,1120320,0,0,0,918240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2652960,0,0,0,31440,0,2106000,0,0,432240,2113920,0,0,0,0,0,0,261600,0,0,0,0,0,0,0,0,0,177120,0,0,1104960,361440,943680,0,0,0,0,0,0,0,24960,1917600,0,0,0,1068240,557760,0,39360,0,0,0,0,4766880,5472240,0,0,0,0,0,110880,960,957600,0,0,733440,78720,0,344160,0,0,0,0,0,0,708000,0,0,0,0,0,303120,0,0,0,0,127680,0,0,0,0,0,0,0,289920,0,1000320,0,0,1228560,0,209040,30960,0,1139760,0,0,0,5107200,280800,0,2055600,0,0,0,164640,510240,0,549600,0,0,0,0,0,479040,120240,0,0,100320,0,0,0,0,0,0,127440,0,0,0,0,75360,46800,0,0,0,0,47280,22080,0,0,0,66000,372480,2880,27120,0,0,0,0,0,0,0,0,0,0,0,2417040,620640,21840,0,60720,0
RIAR,2340960,568320,0,0,633840,0,0,0,0,292800,0,0,0,66720,0,0,2160,1298400,1440,199440,0,868320,160080,10560,748320,630480,0,0,0,0,0,0,0,1571520,40080,0,0,6240,0,60000,61200,0,0,447600,2449680,268800,0,0,0,510720,13920,0,0,0,0,0,0,5454720,0,0,20160,4904880,0,0,0,132720,0,14640,0,0,0,5157120,0,7653120,123120,23040,139680,0,0,0,0,9024960,0,6240,357600,0,0,0,0,0,5303520,176880,109440,0,0,0,4766880,0,2068320,0,0,0,0,0,263280,0,847200,0,0,5449200,2667600,122160,0,0,0,408720,0,0,0,2723040,0,0,0,0,0,437520,0,1878000,0,0,4327200,0,448080,0,0,0,0,4742640,0,0,414000,0,0,2522880,0,1981200,0,0,441120,0,0,36960,0,23520,0,0,0,4762080,0,284400,633600,0,465600,243360,0,0,5084400,348720,41760,0,0,0,1931280,0,0,2400,0,0,0,168000,0,0,331680,0,3993840,0,94560,15303840,0,5019840,469200,0,1920,0,876720,0,0,0,11280,34320,1157040,96240,0,0,0,0,0,6960,0,0,0,0,403200,0,162960,0
RIBR,2317440,0,0,0,0,46080,925920,0,0,2990160,497040,0,0,0,316080,0,0,0,0,0,0,900720,0,166800,36240,1009200,0,0,0,0,0,0,2447040,28320,0,0,0,0,0,0,0,0,34320,0,4236720,293760,0,0,342000,0,0,0,0,0,214080,0,0,1584240,0,0,0,1289520,0,0,0,0,0,0,5760,20640,0,0,0,48720,1874880,0,21360,0,0,0,0,0,0,0,0,0,0,0,0,0,1269120,0,399360,0,0,1229760,5472240,2068320,0,0,0,21120,0,0,1367040,0,0,0,0,3017040,421920,0,92640,213360,0,0,0,0,1842240,291840,2373120,0,0,0,0,66960,0,100080,0,0,611760,0,1334640,0,0,0,0,0,0,0,0,0,0,8130000,0,186960,0,0,0,0,0,0,1835520,74400,133440,47760,0,1265520,5714640,0,3840,0,112320,0,591360,0,675600,0,1817520,0,269760,0,0,0,0,0,0,0,0,1377360,0,2268960,0,0,186480,114000,0,0,0,0,302640,0,0,0,229680,0,3177120,0,0,2511360,0,0,0,0,0,0,0,0,0,0,822720,353520,2755200,0,246960,0
