,RMFR,RMFL,BWM-VL02,BWM-DR06,BWM-DL03,BWM-VL01,BWM-VL07,AVFR,ADAR,RMDVR,OLQVL,URBR,URXR,CEPDR,RMEV,RICR,RMEL,OLLL,IL1DR,URXL,OLLR,RMER,RIGL,ADEL,AUAR,PVPR,DVA,AVAR,RMDR,FLPR,RMDVL,BAGR,AIYR,SAADR,BAGL,RIPL,RMGL,AIBR,SAAVR,ASHR,BDUR,IL1VR,SIBVL,RMHL,RIMR,RIBR,BWM-DR02,OLQVR,CEPDL,URAVR,BWM-DL07,BWM-DL05,IL2DL,IL1DL,BWM-DL01,RMGR,IL2R,URYDR,ALNL,PVR,URADR,IL2DR,OLQDR,AVDR,URYVR,ALNR,ADER,SDQL,RIAR,IL1R,AVEL,BWM-VL04,BWM-VL08,RIVL,BWM-VR04,BWM-VR02,ADLR,BWM-VL06,ALA,CEPVL,BWM-VL03,IL1VL,AVER,AIZL,RIVR,AVL,CEPVR,BWM-VR05,RMDDR,SAADL,BWM-VR03,BWM-VR01,BWM-VR07,BWM-VR08,BWM-VR06,ALMR,ALML,RMDDL,AVJL,AWBR,ADAL,BWM-VL05,ASIR,SMDDL,RMHR,SIBDR,BDUL,AVDL,SMBDR,AFDL,PVCR,AVHL,SIAVR,SDQR,AIBL,SMDDR,SMBVR,PVT,SIADR,DVC,SIBVR,ASJR,PVQR,ASGR,ASER,RIFR,AWCR,AFDR,FLPL,RIH,AVBR,AWAR,AIMR,AVM,SMBDL,PVCL,AIZR,AIAR,AINL,AINR,AIYL,AVJR,ASHL,AUAL,AWBL,PVPL,PVQL,ASJL,ASGL,ASEL,AWAL,SIBDL,AIML,ASKL,AIAL,SMBVL,SIADL,SMDVR,RIML,ADFL,BWM-DL08,OLQDL,URYDL,BWM-DL06,URYVL,URBL,BWM-DL04,AWCL,RMDL,AQR,URADL,BWM-DL02,RMED,BWM-DR04,BWM-DR08,RICL,RIS,BWM-DR01,BWM-DR07,BWM-DR03,BWM-DR05,RIGR,IL2VL,IL2VR,RIPR,IL2L,IL1L,URAVL,SAAVL,ADFR,AVAL,RID,AVHR,AVKR,AVKL,SIAVL,RIBL,ADLL,RIR,AVBL,ASKR,RIAL,SMDVL,RIFL,ASIL,AVFL,excgl,VB1,SABD,VA3,VA2,DB1,VA1,VB2,CANL,CANR
RIFL,0,0,0,0,0,0,0,887880,0,0,0,0,0,0,0,0,0,0,0,189240,0,0,0,142080,0,108000,3720,5520,0,0,0,0,0,8280,0,0,1288920,0,0,24720,0,0,0,0,0,0,0,0,61320,0,0,0,27120,26160,0,0,0,0,0,0,0,0,0,502920,0,0,0,390480,0,0,111360,0,0,0,0,0,0,0,0,0,0,0,0,13200,0,0,0,0,0,0,0,0,0,0,0,0,346800,0,97200,0,252480,0,0,0,0,0,2419200,53520,79080,0,0,463080,0,0,161040,0,0,0,0,0,0,0,0,0,0,5400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240480,1339560,3342480,14160,298920,234960,1201320,111960,0,134880,71400,0,501600,327480,1223280,267720,0,0,2198640,239400,0,40800,0,0,0,0,0,0,0,0,47760,0,0,0,0,0,1560,0,0,0,0,0,0,0,0,0,30960,0,0,0,0,0,726000,0,0,0,0,0,252720,1022160,0,0,0,0,0,1694760,0,0,0,0,0,0,0,0,0,0
ASIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29160,0,0,0,0,0,0,0,0,0,0,0,0,0,28320,25440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170880,0,0,0,8640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140880,0,0,0,0,0,0,0,0,0,0,0,252960,0,0,0,0,0,0,0,0,0,350160,0,1761480,0,0,0,0,0,0,0,0,0,0,0,61320,61320,246960,0,360,0,452760,0,0,448920,1570560,404400,572280,0,102840,429840,1016400,0,0,0,38040,49320,0,36000,3480,0,0,0,0,4810920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880,36960,0,0,0,6840,23280,0,0,0,0,262440,162840,0,0,0,0,0,0,0,0,0,2880,0,0,0,0,0,0,0,0
AVFL,0,0,0,0,0,0,0,3647520,0,0,0,0,229080,0,0,0,0,0,0,137040,0,0,0,214200,0,0,371760,75480,0,0,0,0,0,0,0,0,1454760,1080,0,682320,359640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822480,0,0,17040,0,60240,0,33840,141360,0,1800,0,0,0,0,0,0,0,0,0,0,22200,0,0,14880,0,0,0,0,0,0,35160,0,0,13680,0,0,0,0,0,478080,0,0,263880,289800,137880,0,0,0,0,29760,1115160,0,0,0,0,77040,0,0,0,56640,155880,0,0,0,357480,84000,723480,0,72840,702240,0,0,0,0,175680,663000,604920,0,0,0,5160,0,0,0,0,0,1044360,0,282840,0,1858440,169080,0,18120,873480,0,1007400,475920,147840,17040,0,9120,0,0,0,24960,4800,0,0,0,0,0,0,0,0,0,0,0,0,37080,0,0,0,0,0,0,0,0,0,14280,0,0,0,9720,0,150960,183120,0,0,5280,0,0,0,3600,70080,0,0,1694760,0,0,0,198120,0,0,0,0,0,338040,0,0
excgl,1200,275040,0,0,0,0,0,27480,0,13200,0,0,0,0,0,959280,0,0,0,0,0,0,302160,1556640,0,0,600,2280,0,0,4320,0,0,1502880,0,0,504600,0,400680,0,0,0,474720,0,0,0,0,0,0,0,0,0,0,0,0,280800,0,0,0,52800,0,0,0,166440,0,0,1259880,0,0,0,0,0,0,343920,0,0,0,0,0,0,0,0,0,0,582720,97800,0,0,213000,2096280,0,0,0,0,0,0,0,212640,0,0,0,0,0,1442640,98760,0,0,0,296280,0,0,0,481680,137160,0,301320,1842120,0,426960,0,681720,0,0,0,0,0,0,0,0,0,0,0,5400,152280,1765800,0,0,0,0,0,0,0,0,0,0,176880,0,0,0,0,0,0,4800,0,0,2018880,391920,179400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1244160,1391880,0,0,0,0,56280,0,0,0,0,0,0,250320,0,0,481200,0,45000,188040,585960,0,0,36480,0,0,0,6720,0,0,0,0,246480,0,0,0,0,0,0,0,0
VB1,0,0,0,0,0,0,0,0,20640,0,0,0,0,0,201600,0,0,0,0,0,0,0,0,536160,0,0,143400,0,0,720,0,0,0,208200,0,0,0,0,178080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95760,0,0,0,0,0,102000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112080,0,0,28920,0,0,23520,0,65040,42360,324480,0,0,0,720,0,0,228720,93600,0,0,0,0,0,0,40440,0,75840,0,71040,0,0,0,0,0,0,0,0,32640,0,0,143040,73440,61920,54120,0,0,74760,0,164640,0,210120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13920,0,0,0,0,0,0,0,0,0,0,0,0,560160,0,214800,0,0,0,0,175560,0,0,0,0,0,0,400560,0,2880,198120,246480,0,0,0,523080,0,0,1292640,0,0
SABD,0,0,0,0,0,0,0,0,62160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248640,0,0,0,0,0,0,0,0,0,0,118920,0,240,0,0,81120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404880,195480,0,0,62160,0,0,0,0,138240,0,303360,227040,0,0,126000,0,0,0,246000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145800,21840,0,0,0,0,0,0,0,0,0,0,95640,0,179520,0,0,0,0,0,0,775080,221400,0,0,592080,0,0
VA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,9480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22320,0,0,0,0,0,0,0,0,0,0,0,8040,0,0,0,0,0,0,0,775080,0,74880,0,0,727560,0,0
VA2,0,0,0,0,0,0,0,0,62280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187440,0,0,0,0,0,0,0,0,0,0,11280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187080,0,0,0,169080,0,0,0,0,22680,0,110160,57120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81840,0,0,0,0,0,0,0,0,0,0,0,23640,0,47160,0,0,0,0,523080,221400,74880,0,0,0,1002480,0,0
DB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68520,21000,0,0,0,11400,2280,0,0,0,0,0,0,0,0,0,118560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96240,0,0,0,0,3120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82080,117000,4920,0,162960,0,0,202080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599640,0,0,0
VA1,0,0,0,0,0,0,0,0,2640,0,0,0,0,0,0,7440,0,0,0,0,0,0,0,0,159360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113520,0,0,83520,0,83640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80760,0,0,81000,0,0,557160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599640,0,0,0,0
VB2,0,0,0,0,0,0,0,410640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38040,0,0,149520,45240,0,0,0,0,0,0,0,0,0,0,161640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19080,0,0,0,0,0,179160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18360,0,0,60360,0,98520,0,0,0,0,0,5160,17040,0,18720,94920,0,0,0,0,0,0,20760,0,0,0,0,0,0,0,0,0,0,0,0,60720,0,0,82800,50040,102240,54480,0,0,19320,0,117360,0,87240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102960,0,0,0,0,0,0,184560,0,0,0,0,480,0,3600,0,0,338040,0,1292640,592080,727560,1002480,0,0,0,0,0
CANL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8280,0,217320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
